Name,Amount,Position,year,sex
JOHN,477,1,1944,m
ROBERT,450,2,1944,m
PETER,357,3,1944,m
DAVID,265,4,1944,m
TREVOR,243,5,1944,m
GRAHAM,239,6,1944,m
BRIAN,189,7,1944,m
BARRY,185,8,1944,m
IAN,152,9,1944,m
GEOFFREY,143,10,1944,m
WILLIAM,128,11,1944,m
KEVIN,126,12,1944,m
ROGER,118,13,1944,m
RICHARD,116,14,1944,m
MALCOLM,113,15,1944,m
MICHAEL,111,16,1944,m
RAYMOND,111,16,1944,m
RONALD,108,18,1944,m
ANTHONY,106,19,1944,m
DENNIS,101,20,1944,m
JAMES,100,21,1944,m
KENNETH,99,22,1944,m
COLIN,94,23,1944,m
DONALD,85,24,1944,m
DOUGLAS,72,25,1944,m
WAYNE,71,26,1944,m
RODNEY,66,27,1944,m
BRUCE,63,28,1944,m
JEFFREY,63,28,1944,m
ALAN,61,30,1944,m
CHRISTOPHER,60,31,1944,m
DESMOND,57,32,1944,m
TERENCE,52,33,1944,m
ALLAN,50,34,1944,m
THOMAS,50,34,1944,m
DEAN,47,36,1944,m
KEITH,46,37,1944,m
PAUL,43,38,1944,m
ROBIN,42,39,1944,m
GARY,41,40,1944,m
DARRYL,38,41,1944,m
BRENTON,37,42,1944,m
LESLIE,36,43,1944,m
PHILLIP,35,44,1944,m
MAXWELL,32,45,1944,m
EDWARD,30,46,1944,m
ADRIAN,29,47,1944,m
GORDON,29,47,1944,m
NEIL,29,47,1944,m
NEVILLE,29,47,1944,m
DENIS,26,51,1944,m
NOEL,26,51,1944,m
BARRIE,25,53,1944,m
GEORGE,25,53,1944,m
PHILIP,25,53,1944,m
ROSS,25,53,1944,m
ANDREW,24,57,1944,m
MURRAY,24,57,1944,m
GARRY,23,59,1944,m
TERRY,23,59,1944,m
ERIC,22,61,1944,m
GRAEME,22,61,1944,m
LEONARD,20,63,1944,m
ALLEN,19,64,1944,m
FRANCIS,19,64,1944,m
LEON,19,64,1944,m
WARREN,19,64,1944,m
GLEN,18,68,1944,m
MAURICE,18,68,1944,m
MERVYN,18,68,1944,m
ARTHUR,17,71,1944,m
TERRENCE,17,71,1944,m
CHARLES,16,73,1944,m
GERALD,16,73,1944,m
CRAIG,15,75,1944,m
DARYL,15,75,1944,m
FREDERICK,15,75,1944,m
REGINALD,15,75,1944,m
RUSSELL,15,75,1944,m
ERROL,14,80,1944,m
HOWARD,14,80,1944,m
REX,14,80,1944,m
STEPHEN,14,80,1944,m
HAROLD,13,84,1944,m
PATRICK,13,84,1944,m
BERNARD,12,86,1944,m
BRYAN,12,86,1944,m
FRANK,12,86,1944,m
GRANT,12,86,1944,m
LINDSAY,12,86,1944,m
CLIFFORD,11,91,1944,m
GREGORY,11,91,1944,m
IVAN,11,91,1944,m
JEFFERY,11,91,1944,m
NORMAN,11,91,1944,m
BEVAN,10,96,1944,m
CLIVE,10,96,1944,m
DARRELL,10,96,1944,m
ERNEST,10,96,1944,m
KINGSLEY,10,96,1944,m
LAWRENCE,10,96,1944,m
MARK,10,96,1944,m
ROY,10,96,1944,m
VICTOR,10,96,1944,m
GRANTLEY,9,105,1944,m
MILTON,9,105,1944,m
DANIEL,8,107,1944,m
GILBERT,8,107,1944,m
HUGH,8,107,1944,m
LAURENCE,8,107,1944,m
LEO,8,107,1944,m
STANLEY,8,107,1944,m
TERRANCE,8,107,1944,m
UNNAMED,8,107,1944,m
VINCENT,8,107,1944,m
DALE,7,116,1944,m
EDWIN,7,116,1944,m
GAVIN,7,116,1944,m
JOSEPH,7,116,1944,m
LOUIS,7,116,1944,m
MARTIN,7,116,1944,m
ROLAND,7,116,1944,m
ALBERT,6,123,1944,m
ANTONY,6,123,1944,m
BRENDAN,6,123,1944,m
BRONTE,6,123,1944,m
CLARENCE,6,123,1944,m
GLENN,6,123,1944,m
HARRY,6,123,1944,m
JON,6,123,1944,m
LYNDON,6,123,1944,m
NICHOLAS,6,123,1944,m
OWEN,6,123,1944,m
RALPH,6,123,1944,m
SYDNEY,6,123,1944,m
VERNON,6,123,1944,m
ALEXANDER,5,137,1944,m
ALFRED,5,137,1944,m
ARNOLD,5,137,1944,m
CYRIL,5,137,1944,m
JONATHAN,5,137,1944,m
LEIGH,5,137,1944,m
MELVILLE,5,137,1944,m
MELVYN,5,137,1944,m
MORRIS,5,137,1944,m
RODGER,5,137,1944,m
STEWART,5,137,1944,m
STUART,5,137,1944,m
WALTER,5,137,1944,m
ASHLEY,4,150,1944,m
DEANE,4,150,1944,m
DUDLEY,4,150,1944,m
EUGENE,4,150,1944,m
HARVEY,4,150,1944,m
KIM,4,150,1944,m
KYM,4,150,1944,m
LEWIS,4,150,1944,m
LIONEL,4,150,1944,m
NIGEL,4,150,1944,m
RODERICK,4,150,1944,m
TIMOTHY,4,150,1944,m
VAUGHAN,4,150,1944,m
WINSTON,4,150,1944,m
ANTONIO,3,164,1944,m
BRENDON,3,164,1944,m
CARL,3,164,1944,m
CEDRIC,3,164,1944,m
DARREL,3,164,1944,m
EDGAR,3,164,1944,m
GARTH,3,164,1944,m
HEDLEY,3,164,1944,m
JACK,3,164,1944,m
JEREMY,3,164,1944,m
KELVIN,3,164,1944,m
KERRY,3,164,1944,m
KYLE,3,164,1944,m
LAURIE,3,164,1944,m
LEIGHTON,3,164,1944,m
LYALL,3,164,1944,m
LYNN,3,164,1944,m
LYNTON,3,164,1944,m
MARCUS,3,164,1944,m
MATHEW,3,164,1944,m
MAX,3,164,1944,m
MELVIN,3,164,1944,m
MICHEAL,3,164,1944,m
NEWTON,3,164,1944,m
RAMON,3,164,1944,m
VINCENZO,3,164,1944,m
VIVIAN,3,164,1944,m
WESLEY,3,164,1944,m
ALEC,2,192,1944,m
ALWYN,2,192,1944,m
BENJAMIN,2,192,1944,m
BRADLEY,2,192,1944,m
BRUNO,2,192,1944,m
CHESTER,2,192,1944,m
CLAUDE,2,192,1944,m
CLEMENT,2,192,1944,m
CLYDE,2,192,1944,m
COLLIN,2,192,1944,m
DEON,2,192,1944,m
DON,2,192,1944,m
EMMANUEL,2,192,1944,m
FRANCESCO,2,192,1944,m
FRANKLIN,2,192,1944,m
FRANKLYN,2,192,1944,m
GENE,2,192,1944,m
GEOFFRY,2,192,1944,m
GIOVANNI,2,192,1944,m
GREGOR,2,192,1944,m
HARTLEY,2,192,1944,m
HAYDN,2,192,1944,m
HENRY,2,192,1944,m
JEFFERSON,2,192,1944,m
JOHN,2,192,1944,m
KEVIN,2,192,1944,m
LEE,2,192,1944,m
LEITH,2,192,1944,m
LELAND,2,192,1944,m
LEN,2,192,1944,m
LINTON,2,192,1944,m
LLEWELLYN,2,192,1944,m
LLOYD,2,192,1944,m
LUKE,2,192,1944,m
LYELL,2,192,1944,m
MANOLIS,2,192,1944,m
MARGARET,2,192,1944,m
MATTHEW,2,192,1944,m
PERRY,2,192,1944,m
RAY,2,192,1944,m
ROBERT,2,192,1944,m
RORY,2,192,1944,m
TERANCE,2,192,1944,m
TRAVIS,2,192,1944,m
WILFRED,2,192,1944,m
WILTON,2,192,1944,m
WYNTON,2,192,1944,m
ABDUL,1,239,1944,m
ADOLPHUS,1,239,1944,m
ALEX,1,239,1944,m
ALEXIE,1,239,1944,m
ALISTER,1,239,1944,m
ALTON,1,239,1944,m
AMBROSE,1,239,1944,m
ANDREAS,1,239,1944,m
ANGUS,1,239,1944,m
ANSTEY,1,239,1944,m
ANTHONEY,1,239,1944,m
ANTHONY,1,239,1944,m
ANTON,1,239,1944,m
ANTONINO,1,239,1944,m
ARCHIBALD,1,239,1944,m
ARCHIE,1,239,1944,m
ARNE,1,239,1944,m
ASHLY,1,239,1944,m
ASTON,1,239,1944,m
AUBREY,1,239,1944,m
AUBURN,1,239,1944,m
AUGUSTUS,1,239,1944,m
BADEN,1,239,1944,m
BARBARA,1,239,1944,m
BENTLEIGH,1,239,1944,m
BEVEN,1,239,1944,m
BEVERLEY,1,239,1944,m
BEVIN,1,239,1944,m
BEVIS,1,239,1944,m
BOOTH,1,239,1944,m
BRANDON,1,239,1944,m
BRAYDON,1,239,1944,m
BRENDEN,1,239,1944,m
BRETT,1,239,1944,m
BRIAN,1,239,1944,m
BROOKE,1,239,1944,m
BRYCE,1,239,1944,m
CAROLYN,1,239,1944,m
CECIL,1,239,1944,m
CHRIS,1,239,1944,m
CLINTON,1,239,1944,m
CON,1,239,1944,m
CRAWFORD,1,239,1944,m
CREAGH,1,239,1944,m
CROMWELL,1,239,1944,m
D'ARCY,1,239,1944,m
DARCY,1,239,1944,m
DAROYLE,1,239,1944,m
DARROL,1,239,1944,m
DARROLD,1,239,1944,m
DARRYLE,1,239,1944,m
DARYLE,1,239,1944,m
DAYLE,1,239,1944,m
DEMETREA,1,239,1944,m
DEMETRIUS,1,239,1944,m
DEMOTRIOUS,1,239,1944,m
DENE,1,239,1944,m
DENIO,1,239,1944,m
DENYS,1,239,1944,m
DEREK,1,239,1944,m
DERRICK,1,239,1944,m
DEVIN,1,239,1944,m
DION,1,239,1944,m
DOMENICO,1,239,1944,m
DONALD,1,239,1944,m
DONAVON,1,239,1944,m
DUKE,1,239,1944,m
DUNCAN,1,239,1944,m
ELDON,1,239,1944,m
ELFORD,1,239,1944,m
ELLIS,1,239,1944,m
ENZI,1,239,1944,m
ERNST,1,239,1944,m
EWAN,1,239,1944,m
FELICE,1,239,1944,m
FELIGE,1,239,1944,m
FERDINANDO,1,239,1944,m
FLEUR,1,239,1944,m
FRANCES,1,239,1944,m
FRANCIS,1,239,1944,m
FRED,1,239,1944,m
FREDDE,1,239,1944,m
FREDRICK,1,239,1944,m
FRIEDERICK,1,239,1944,m
GARFIELD,1,239,1944,m
GARRIE,1,239,1944,m
GAVAN,1,239,1944,m
GEMMEL,1,239,1944,m
GEOFFERY,1,239,1944,m
GEORGEOS,1,239,1944,m
GILES,1,239,1944,m
GILFORD,1,239,1944,m
GILMORE,1,239,1944,m
GIUSEPPI,1,239,1944,m
GLYN,1,239,1944,m
GLYNE,1,239,1944,m
GLYNN,1,239,1944,m
GORDEN,1,239,1944,m
GORDON,1,239,1944,m
GRAEM,1,239,1944,m
GRATTON,1,239,1944,m
GUISEPPE,1,239,1944,m
GUMARS,1,239,1944,m
HAL,1,239,1944,m
HALLAM,1,239,1944,m
HAMISH,1,239,1944,m
HARCOURT,1,239,1944,m
HARLEY,1,239,1944,m
HAYDEN,1,239,1944,m
HAYDON,1,239,1944,m
HEATHER,1,239,1944,m
HOBART,1,239,1944,m
INES,1,239,1944,m
ION,1,239,1944,m
IVEN,1,239,1944,m
IVOR,1,239,1944,m
JEANETTE,1,239,1944,m
JEFFEREY,1,239,1944,m
JENE,1,239,1944,m
JEOFFREY,1,239,1944,m
JESS,1,239,1944,m
JIM,1,239,1944,m
JOCK,1,239,1944,m
JULIAN,1,239,1944,m
KARL,1,239,1944,m
KASIMIR,1,239,1944,m
KATHLEEN,1,239,1944,m
KAY,1,239,1944,m
KEITH,1,239,1944,m
KELL,1,239,1944,m
KENELM,1,239,1944,m
KENNETH,1,239,1944,m
KENT,1,239,1944,m
KENTON,1,239,1944,m
KEVAN,1,239,1944,m
KEVEN,1,239,1944,m
KEVERN,1,239,1944,m
KYMLEY,1,239,1944,m
KYRAN,1,239,1944,m
LACHLAN,1,239,1944,m
LANCE,1,239,1944,m
LARRY,1,239,1944,m
LENARD,1,239,1944,m
LENNARD,1,239,1944,m
LEONARDO,1,239,1944,m
LEROY,1,239,1944,m
LESLEY,1,239,1944,m
LESTER,1,239,1944,m
LINCOLN,1,239,1944,m
LINDLEY,1,239,1944,m
LINO,1,239,1944,m
LOUIS,1,239,1944,m
LYAL,1,239,1944,m
LYLE,1,239,1944,m
LYNETON,1,239,1944,m
LYNNE,1,239,1944,m
MAJO,1,239,1944,m
MALCOM,1,239,1944,m
MALVERN,1,239,1944,m
MANUEL,1,239,1944,m
MARIO,1,239,1944,m
MARLOW,1,239,1944,m
MARSHALL,1,239,1944,m
MARY,1,239,1944,m
MAURO,1,239,1944,m
MAXIM,1,239,1944,m
MAXWELL,1,239,1944,m
MERILYN,1,239,1944,m
MERRYN,1,239,1944,m
MITCHELL,1,239,1944,m
MONTE,1,239,1944,m
MONTY,1,239,1944,m
MORTLOCK,1,239,1944,m
MORTON,1,239,1944,m
MORVAN,1,239,1944,m
MOSTON,1,239,1944,m
NAPIER,1,239,1944,m
NEALE,1,239,1944,m
NEILL,1,239,1944,m
NELSON,1,239,1944,m
NEVIL,1,239,1944,m
NEVILE,1,239,1944,m
NICHOLIS,1,239,1944,m
NICK,1,239,1944,m
NORRIS,1,239,1944,m
PARIS,1,239,1944,m
PASQUALE,1,239,1944,m
PAULINE,1,239,1944,m
PAULL,1,239,1944,m
PERCIVAL,1,239,1944,m
PHILIPPE,1,239,1944,m
PONTALES,1,239,1944,m
PRUDENCE,1,239,1944,m
QUENTIN,1,239,1944,m
QUENTON,1,239,1944,m
RAELENE,1,239,1944,m
RALSTON,1,239,1944,m
RAOUL,1,239,1944,m
RAYMON,1,239,1944,m
REG,1,239,1944,m
REINHOLD,1,239,1944,m
RENDELL,1,239,1944,m
RENE,1,239,1944,m
RENFREY,1,239,1944,m
REVICE,1,239,1944,m
REXTON,1,239,1944,m
REYNOLD,1,239,1944,m
RHYS,1,239,1944,m
ROBERT-CHARLES,1,239,1944,m
ROBERT-JOHN,1,239,1944,m
ROBYN,1,239,1944,m
RODRICK,1,239,1944,m
ROLF,1,239,1944,m
ROMA,1,239,1944,m
ROMEO,1,239,1944,m
RONALD,1,239,1944,m
RONDA,1,239,1944,m
ROSSLYN,1,239,1944,m
ROWLAND,1,239,1944,m
ROYCE,1,239,1944,m
ROYCESTON,1,239,1944,m
RUSSEL,1,239,1944,m
SANDRA,1,239,1944,m
SCOTT,1,239,1944,m
SETH,1,239,1944,m
SHANE,1,239,1944,m
SIDNEY,1,239,1944,m
SIMON,1,239,1944,m
SIMONE,1,239,1944,m
SPENCER,1,239,1944,m
SPIRIDON,1,239,1944,m
STAVROS,1,239,1944,m
STEFAN,1,239,1944,m
STEPHANIE,1,239,1944,m
STEVEN,1,239,1944,m
STEVEN,1,239,1944,m
STIRLING,1,239,1944,m
SYLVESTER,1,239,1944,m
TERYL,1,239,1944,m
THEO,1,239,1944,m
THEODOR,1,239,1944,m
TONY,1,239,1944,m
TREVOR,1,239,1944,m
TREVOUR,1,239,1944,m
VALENTINE,1,239,1944,m
VASILIOS,1,239,1944,m
VAUGHN,1,239,1944,m
VERA,1,239,1944,m
VITO,1,239,1944,m
WALLIS,1,239,1944,m
WARWICK,1,239,1944,m
WILFED,1,239,1944,m
WINTON,1,239,1944,m
WOODROW,1,239,1944,m
JOHN,545,1,1945,m
ROBERT,465,2,1945,m
PETER,397,3,1945,m
DAVID,269,4,1945,m
TREVOR,244,5,1945,m
GRAHAM,203,6,1945,m
BRIAN,192,7,1945,m
IAN,164,8,1945,m
BARRY,156,9,1945,m
WILLIAM,141,10,1945,m
KEVIN,125,11,1945,m
MICHAEL,125,11,1945,m
RICHARD,125,11,1945,m
MALCOLM,121,14,1945,m
RONALD,121,14,1945,m
ROGER,114,16,1945,m
GEOFFREY,110,17,1945,m
ANTHONY,96,18,1945,m
COLIN,95,19,1945,m
JAMES,95,19,1945,m
DENNIS,94,21,1945,m
RAYMOND,91,22,1945,m
RODNEY,90,23,1945,m
PAUL,89,24,1945,m
DONALD,87,25,1945,m
KENNETH,80,26,1945,m
JEFFREY,79,27,1945,m
CHRISTOPHER,76,28,1945,m
WAYNE,75,29,1945,m
ALAN,67,30,1945,m
TERENCE,59,31,1945,m
DEAN,53,32,1945,m
DESMOND,53,32,1945,m
ALLAN,49,34,1945,m
DOUGLAS,49,34,1945,m
BRUCE,48,36,1945,m
NEVILLE,48,36,1945,m
NEIL,41,38,1945,m
PHILLIP,41,38,1945,m
THOMAS,39,40,1945,m
BRENTON,38,41,1945,m
PHILIP,38,41,1945,m
GARY,37,43,1945,m
GRAEME,37,43,1945,m
LESLIE,37,43,1945,m
ROSS,36,46,1945,m
KEITH,35,47,1945,m
ROBIN,34,48,1945,m
ANDREW,33,49,1945,m
ADRIAN,32,50,1945,m
MAXWELL,32,50,1945,m
MURRAY,32,50,1945,m
TERRY,32,50,1945,m
DARRYL,30,54,1945,m
ERIC,28,55,1945,m
DARYL,27,56,1945,m
DENIS,27,56,1945,m
FRANCIS,27,56,1945,m
GEORGE,27,56,1945,m
EDWARD,26,60,1945,m
LEONARD,26,60,1945,m
ARTHUR,23,62,1945,m
GARRY,23,62,1945,m
GLEN,23,62,1945,m
GORDON,23,62,1945,m
WARREN,23,62,1945,m
LINDSAY,21,67,1945,m
FREDERICK,20,68,1945,m
GREGORY,20,68,1945,m
MERVYN,20,68,1945,m
REGINALD,20,68,1945,m
STEPHEN,19,72,1945,m
KERRY,18,73,1945,m
LAURENCE,18,73,1945,m
RUSSELL,18,73,1945,m
WALTER,18,73,1945,m
LAWRENCE,17,77,1945,m
LEON,17,77,1945,m
BARRIE,16,79,1945,m
MARK,16,79,1945,m
NOEL,16,79,1945,m
RALPH,16,79,1945,m
TERRENCE,16,79,1945,m
IVAN,15,84,1945,m
UNNAMED,15,84,1945,m
BRYAN,14,86,1945,m
HAROLD,14,86,1945,m
KINGSLEY,14,86,1945,m
MAURICE,14,86,1945,m
NORMAN,14,86,1945,m
HOWARD,13,91,1945,m
REX,13,91,1945,m
VICTOR,13,91,1945,m
ALLEN,12,94,1945,m
CLIFFORD,12,94,1945,m
PATRICK,12,94,1945,m
STANLEY,12,94,1945,m
BERNARD,11,98,1945,m
CHARLES,11,98,1945,m
ERROL,11,98,1945,m
FRANK,11,98,1945,m
TIMOTHY,11,98,1945,m
ALBERT,10,103,1945,m
GERALD,10,103,1945,m
MARTIN,10,103,1945,m
WINSTON,10,103,1945,m
ALEXANDER,9,107,1945,m
BEVAN,9,107,1945,m
BRONTE,9,107,1945,m
CRAIG,9,107,1945,m
EDWIN,9,107,1945,m
GILBERT,9,107,1945,m
GRANT,9,107,1945,m
JEFFERY,9,107,1945,m
LANCE,9,107,1945,m
RODGER,9,107,1945,m
ROY,9,107,1945,m
ALFRED,8,118,1945,m
DEANE,8,118,1945,m
KYM,8,118,1945,m
LYNTON,8,118,1945,m
ROLAND,8,118,1945,m
VINCENT,8,118,1945,m
BRADLEY,7,124,1945,m
DARRELL,7,124,1945,m
DUDLEY,7,124,1945,m
GLENN,7,124,1945,m
GRANTLEY,7,124,1945,m
JON,7,124,1945,m
JOSEPH,7,124,1945,m
NIGEL,7,124,1945,m
OWEN,7,124,1945,m
CHESTER,6,133,1945,m
CYRIL,6,133,1945,m
EUGENE,6,133,1945,m
GAVIN,6,133,1945,m
JONATHAN,6,133,1945,m
LEO,6,133,1945,m
LYALL,6,133,1945,m
STUART,6,133,1945,m
TERRANCE,6,133,1945,m
ANTONIO,5,142,1945,m
ASHLEIGH,5,142,1945,m
ASHLEY,5,142,1945,m
GARTH,5,142,1945,m
HARRY,5,142,1945,m
HENRY,5,142,1945,m
KELVIN,5,142,1945,m
MORRIS,5,142,1945,m
WARWICK,5,142,1945,m
CECIL,4,151,1945,m
CLAUDE,4,151,1945,m
CLIVE,4,151,1945,m
DANIEL,4,151,1945,m
DON,4,151,1945,m
ERNEST,4,151,1945,m
GRAHAME,4,151,1945,m
HEDLEY,4,151,1945,m
LEITH,4,151,1945,m
LENARD,4,151,1945,m
LEWIS,4,151,1945,m
LLOYD,4,151,1945,m
LYLE,4,151,1945,m
LYNN,4,151,1945,m
MAX,4,151,1945,m
MELVILLE,4,151,1945,m
RODERICK,4,151,1945,m
SAMUEL,4,151,1945,m
SIMON,4,151,1945,m
VERNON,4,151,1945,m
VIVIAN,4,151,1945,m
WILFRED,4,151,1945,m
ANTONY,3,173,1945,m
ARNOLD,3,173,1945,m
BEVERLEY,3,173,1945,m
BRENDON,3,173,1945,m
BYRON,3,173,1945,m
CLARENCE,3,173,1945,m
CLEM,3,173,1945,m
CLEMENT,3,173,1945,m
CLYDE,3,173,1945,m
DALE,3,173,1945,m
DARCY,3,173,1945,m
DARREL,3,173,1945,m
DARROL,3,173,1945,m
DAVID,3,173,1945,m
DENE,3,173,1945,m
EDMUND,3,173,1945,m
GARRIE,3,173,1945,m
HUGH,3,173,1945,m
JAY,3,173,1945,m
KENT,3,173,1945,m
LANCELOT,3,173,1945,m
LEE,3,173,1945,m
LEIGH,3,173,1945,m
LIONEL,3,173,1945,m
LYNDON,3,173,1945,m
MILTON,3,173,1945,m
NICHOLAS,3,173,1945,m
RAOUL,3,173,1945,m
ROYCE,3,173,1945,m
SIDNEY,3,173,1945,m
STEVEN,3,173,1945,m
SYDNEY,3,173,1945,m
THEO,3,173,1945,m
VITO,3,173,1945,m
WESLEY,3,173,1945,m
ALEC,2,208,1945,m
ALWIN,2,208,1945,m
ANTHONEY,2,208,1945,m
ARCHIBALD,2,208,1945,m
BEVIN,2,208,1945,m
BRENDAN,2,208,1945,m
BRENDEN,2,208,1945,m
BRYCE,2,208,1945,m
CAMPBELL,2,208,1945,m
CORNELIUS,2,208,1945,m
D'ARCY,2,208,1945,m
DAMIAN,2,208,1945,m
DAMIEN,2,208,1945,m
DAN,2,208,1945,m
DAWN,2,208,1945,m
DAYLE,2,208,1945,m
DOMENICO,2,208,1945,m
DUNCAN,2,208,1945,m
ELIZABETH,2,208,1945,m
ELMOR,2,208,1945,m
EVAN,2,208,1945,m
GRANTLY,2,208,1945,m
GUY,2,208,1945,m
HARTLEY,2,208,1945,m
HAYDEN,2,208,1945,m
HAYDN,2,208,1945,m
HAYDON,2,208,1945,m
HORACE,2,208,1945,m
HURTLE,2,208,1945,m
JACK,2,208,1945,m
JAN,2,208,1945,m
JIM,2,208,1945,m
KEVYN,2,208,1945,m
LACHLAN,2,208,1945,m
MARSHALL,2,208,1945,m
MOSTYN,2,208,1945,m
NEWTON,2,208,1945,m
OLIVER,2,208,1945,m
OSCAR,2,208,1945,m
PETER,2,208,1945,m
RANDOLPH,2,208,1945,m
RAY,2,208,1945,m
ROBYN,2,208,1945,m
ROWLAND,2,208,1945,m
SAVAS,2,208,1945,m
SERGIO,2,208,1945,m
SPENCER,2,208,1945,m
STANFORD,2,208,1945,m
STEWART,2,208,1945,m
STIRLING,2,208,1945,m
TONY,2,208,1945,m
TREVA,2,208,1945,m
VINCENZO,2,208,1945,m
AGIOLINO,1,261,1945,m
AINSLEIGH,1,261,1945,m
ALASTAIR,1,261,1945,m
ALICK,1,261,1945,m
ALISTAIR,1,261,1945,m
ALVIN,1,261,1945,m
ALWYN,1,261,1945,m
ANGUS,1,261,1945,m
ANNE,1,261,1945,m
ANTON,1,261,1945,m
ARCHIE,1,261,1945,m
ASHLY,1,261,1945,m
AUBREY,1,261,1945,m
AUGUSTINE,1,261,1945,m
BADEN,1,261,1945,m
BARRY,1,261,1945,m
BARTOLOMIO,1,261,1945,m
BASELEY,1,261,1945,m
BASIL,1,261,1945,m
BAYDEN,1,261,1945,m
BENTLEY,1,261,1945,m
BENYETOR,1,261,1945,m
BEVIS,1,261,1945,m
BILL,1,261,1945,m
BINDON,1,261,1945,m
BLAIR,1,261,1945,m
BOGDAN,1,261,1945,m
BRANDON,1,261,1945,m
BRETT,1,261,1945,m
BREYTEN,1,261,1945,m
BRIEN,1,261,1945,m
BRYON,1,261,1945,m
CAMERON,1,261,1945,m
CAREY,1,261,1945,m
CHRISTINE,1,261,1945,m
CLAUD,1,261,1945,m
CLEVE,1,261,1945,m
CLIFTON,1,261,1945,m
COSMO,1,261,1945,m
DAIVD,1,261,1945,m
DALTON,1,261,1945,m
DANILO,1,261,1945,m
DANNY,1,261,1945,m
DARRYL,1,261,1945,m
DARYEL,1,261,1945,m
DARYLL,1,261,1945,m
DAWSON,1,261,1945,m
DEMETRIOS,1,261,1945,m
DEREK,1,261,1945,m
DERRELL,1,261,1945,m
DERRICK,1,261,1945,m
DERWYN,1,261,1945,m
DEXTER,1,261,1945,m
DIAN,1,261,1945,m
DIGBY,1,261,1945,m
DIMITRIS,1,261,1945,m
DOMENIC,1,261,1945,m
DONOVAN,1,261,1945,m
EAN,1,261,1945,m
EDMON,1,261,1945,m
EDMOND,1,261,1945,m
EDWARD,1,261,1945,m
EITAN,1,261,1945,m
ELLIOTT,1,261,1945,m
ELSON,1,261,1945,m
ELWYN,1,261,1945,m
EMANOUIL,1,261,1945,m
EMILIO,1,261,1945,m
ENZO,1,261,1945,m
EOIN,1,261,1945,m
ESMOND,1,261,1945,m
EVELYN,1,261,1945,m
EVERARD,1,261,1945,m
EVERETT,1,261,1945,m
EWEN,1,261,1945,m
FELICE,1,261,1945,m
FERDINANDO,1,261,1945,m
FLINDERS,1,261,1945,m
FRANCES,1,261,1945,m
FRANKLYN,1,261,1945,m
FRASER,1,261,1945,m
FREDRICK,1,261,1945,m
GARREN,1,261,1945,m
GAVAN,1,261,1945,m
GEFFREY,1,261,1945,m
GEOFFERY,1,261,1945,m
GERARD,1,261,1945,m
GIOACHINO,1,261,1945,m
GIOVANNI,1,261,1945,m
GIUSEPPE,1,261,1945,m
GLASSON,1,261,1945,m
GLYNN,1,261,1945,m
GRAE,1,261,1945,m
GUERIN,1,261,1945,m
GUERNO,1,261,1945,m
GUISEPPE,1,261,1945,m
GWENETH,1,261,1945,m
HADYN,1,261,1945,m
HAMILTON,1,261,1945,m
HAMISH,1,261,1945,m
HARVEY,1,261,1945,m
HARVIE,1,261,1945,m
HERBERT,1,261,1945,m
HILTON,1,261,1945,m
HUBERT,1,261,1945,m
IVOR,1,261,1945,m
JANE,1,261,1945,m
JANET,1,261,1945,m
JASON,1,261,1945,m
JEFFICE,1,261,1945,m
JEFFRY,1,261,1945,m
JEREMY,1,261,1945,m
JEROME,1,261,1945,m
JOANNE,1,261,1945,m
JOHANN,1,261,1945,m
JOHN,1,261,1945,m
JOHNNY,1,261,1945,m
JONATHON,1,261,1945,m
JONOTHAN,1,261,1945,m
JUDITH,1,261,1945,m
JULIAN,1,261,1945,m
JULIEN,1,261,1945,m
JUSTIN,1,261,1945,m
KEIRAN,1,261,1945,m
KELSEY,1,261,1945,m
KELVEN,1,261,1945,m
KERIN,1,261,1945,m
KEVEN,1,261,1945,m
KEVIN,1,261,1945,m
KIM,1,261,1945,m
KINGSFORD,1,261,1945,m
KINGSLEY,1,261,1945,m
KLAUS,1,261,1945,m
KLAUS,1,261,1945,m
KONSTANTINOS,1,261,1945,m
KYM,1,261,1945,m
KYMPTON,1,261,1945,m
LARRY,1,261,1945,m
LAURIE,1,261,1945,m
LEICESTER,1,261,1945,m
LEIGHTON,1,261,1945,m
LESLEY,1,261,1945,m
LESTER,1,261,1945,m
LINDEN,1,261,1945,m
LINDLEY,1,261,1945,m
LINTON,1,261,1945,m
LLEWELLYN,1,261,1945,m
LORIN,1,261,1945,m
LOUIS,1,261,1945,m
LUXMORE,1,261,1945,m
LYNDEN,1,261,1945,m
LYNDSAY,1,261,1945,m
LYNNDEN,1,261,1945,m
MAC,1,261,1945,m
MALEN,1,261,1945,m
MARCUS,1,261,1945,m
MARGARET,1,261,1945,m
MARIE,1,261,1945,m
MARIO,1,261,1945,m
MARIS,1,261,1945,m
MARY,1,261,1945,m
MATTHEW,1,261,1945,m
MAXIMILIAN,1,261,1945,m
MAXMILLIAN,1,261,1945,m
MELANIE,1,261,1945,m
MELVIN,1,261,1945,m
MERVIN,1,261,1945,m
MICHALE,1,261,1945,m
MICHELE,1,261,1945,m
MICK,1,261,1945,m
MIETON,1,261,1945,m
MITCHELL,1,261,1945,m
MONTE,1,261,1945,m
MORYN,1,261,1945,m
NEAL,1,261,1945,m
NED,1,261,1945,m
NELSON,1,261,1945,m
NICOLO,1,261,1945,m
NIELL,1,261,1945,m
NORRIE,1,261,1945,m
PAMELA,1,261,1945,m
