Name,Amount,position,year,sex
MARGARET,341,1,1944,f
HELEN,209,2,1944,f
JUDITH,189,3,1944,f
PATRICIA,186,4,1944,f
PAMELA,160,5,1944,f
ELIZABETH,153,6,1944,f
JENNIFER,149,7,1944,f
BARBARA,147,8,1944,f
LORRAINE,143,9,1944,f
CHRISTINE,135,10,1944,f
BEVERLEY,114,11,1944,f
JANICE,107,12,1944,f
SANDRA,107,12,1944,f
LYNETTE,106,14,1944,f
JILLIAN,98,15,1944,f
JANET,97,16,1944,f
MARY,96,17,1944,f
HEATHER,94,18,1944,f
SHIRLEY,93,19,1944,f
RAELENE,81,20,1944,f
ROSEMARY,78,21,1944,f
PAULINE,77,22,1944,f
WENDY,73,23,1944,f
MARLENE,69,24,1944,f
DIANNE,68,25,1944,f
KAY,68,25,1944,f
MAXINE,65,27,1944,f
JOAN,62,28,1944,f
KATHLEEN,60,29,1944,f
KAYE,60,29,1944,f
COLLEEN,58,31,1944,f
SUSAN,53,32,1944,f
GLORIA,52,33,1944,f
MAUREEN,51,34,1944,f
MARILYN,49,35,1944,f
MARIE,47,36,1944,f
ELAINE,46,37,1944,f
JOSEPHINE,45,38,1944,f
LEONIE,44,39,1944,f
ANNE,43,40,1944,f
VALERIE,43,40,1944,f
ANN,42,42,1944,f
JEANETTE,42,42,1944,f
CAROLYN,41,44,1944,f
YVONNE,41,44,1944,f
DIANA,40,46,1944,f
RHONDA,36,47,1944,f
BEVERLY,35,48,1944,f
DOROTHY,34,49,1944,f
DIANE,33,50,1944,f
JANETTE,33,50,1944,f
JULIE,33,50,1944,f
FRANCES,31,53,1944,f
SUZANNE,31,53,1944,f
GLENYS,30,55,1944,f
LESLEY,29,56,1944,f
BETTY,28,57,1944,f
JUNE,28,57,1944,f
DENISE,27,59,1944,f
CAROL,26,60,1944,f
KAYLENE,26,60,1944,f
BRENDA,25,62,1944,f
RUTH,25,62,1944,f
IRENE,24,64,1944,f
MEREDITH,24,64,1944,f
ROSSLYN,24,64,1944,f
RAYLENE,23,67,1944,f
ROSALIE,23,67,1944,f
VERONICA,23,67,1944,f
CYNTHIA,22,70,1944,f
JOY,22,70,1944,f
JOYLEEN,21,72,1944,f
ANNETTE,20,73,1944,f
DAWN,18,74,1944,f
GERALDINE,18,74,1944,f
MARION,18,74,1944,f
ALISON,17,77,1944,f
GLENDA,17,77,1944,f
CATHERINE,16,79,1944,f
EILEEN,16,79,1944,f
JOYCE,16,79,1944,f
CAROLE,15,82,1944,f
FAY,15,82,1944,f
KATHRYN,15,82,1944,f
ROBYN,15,82,1944,f
AILEEN,14,86,1944,f
CARMEL,14,86,1944,f
CORALIE,14,86,1944,f
GILLIAN,14,86,1944,f
JEAN,14,86,1944,f
LOIS,14,86,1944,f
PENELOPE,14,86,1944,f
GAYNOR,13,93,1944,f
NANCY,13,93,1944,f
CLAIRE,12,95,1944,f
DAPHNE,12,95,1944,f
FAYE,12,95,1944,f
JANE,12,95,1944,f
MARIA,12,95,1944,f
ROSALIND,12,95,1944,f
ROSLYN,12,95,1944,f
SYLVIA,12,95,1944,f
ELLEN,11,103,1944,f
ERICA,11,103,1944,f
GAIL,11,103,1944,f
GWENDA,11,103,1944,f
JULIA,11,103,1944,f
MERILYN,11,103,1944,f
ROMA,11,103,1944,f
ADRIENNE,10,110,1944,f
LORNA,10,110,1944,f
ROBIN,10,110,1944,f
SUSANNE,10,110,1944,f
VALMAI,10,110,1944,f
VIVIENNE,10,110,1944,f
BERYL,9,116,1944,f
CHERYL,9,116,1944,f
CORAL,9,116,1944,f
EVELYN,9,116,1944,f
JACQUELINE,9,116,1944,f
JANINE,9,116,1944,f
NORMA,9,116,1944,f
RONDA,9,116,1944,f
VALDA,9,116,1944,f
VALMA,9,116,1944,f
BRONWYN,8,126,1944,f
JOYLENE,8,126,1944,f
MARCIA,8,126,1944,f
MARJORIE,8,126,1944,f
MERRILYN,8,126,1944,f
NATALIE,8,126,1944,f
PEGGY,8,126,1944,f
PHYLLIS,8,126,1944,f
VIRGINIA,8,126,1944,f
AUDREY,7,135,1944,f
CAROLINE,7,135,1944,f
CHRISTINA,7,135,1944,f
DOREEN,7,135,1944,f
ELEANOR,7,135,1944,f
GLADYS,7,135,1944,f
JENIFER,7,135,1944,f
MONICA,7,135,1944,f
PRUDENCE,7,135,1944,f
SALLY,7,135,1944,f
STEPHANIE,7,135,1944,f
UNNAMED,7,135,1944,f
ANDREA,6,147,1944,f
ANGELA,6,147,1944,f
DEIRDRE,6,147,1944,f
ELSIE,6,147,1944,f
ELVA,6,147,1944,f
FLORENCE,6,147,1944,f
IRIS,6,147,1944,f
LARAINE,6,147,1944,f
LYNNE,6,147,1944,f
MICHELE,6,147,1944,f
MIRIAM,6,147,1944,f
ALMA,5,158,1944,f
BETH,5,158,1944,f
CARLENE,5,158,1944,f
GLENICE,5,158,1944,f
JANIS,5,158,1944,f
JILL,5,158,1944,f
KAYLEEN,5,158,1944,f
LAUREL,5,158,1944,f
LENORE,5,158,1944,f
LYNNETTE,5,158,1944,f
MARIAN,5,158,1944,f
MERYL,5,158,1944,f
NOLA,5,158,1944,f
NOREEN,5,158,1944,f
TERESA,5,158,1944,f
ALICE,4,173,1944,f
ANTHEA,4,173,1944,f
AVIS,4,173,1944,f
BONITA,4,173,1944,f
BRONWEN,4,173,1944,f
CARLEEN,4,173,1944,f
CONSTANCE,4,173,1944,f
DEANNA,4,173,1944,f
DESMA,4,173,1944,f
DIANNA,4,173,1944,f
DONNA,4,173,1944,f
EDNA,4,173,1944,f
ELISABETH,4,173,1944,f
FAITH,4,173,1944,f
GABRIELLE,4,173,1944,f
GAY,4,173,1944,f
GENEVIEVE,4,173,1944,f
GRACE,4,173,1944,f
GWENDOLINE,4,173,1944,f
GWENETH,4,173,1944,f
HELENE,4,173,1944,f
JUANITA,4,173,1944,f
LINDA,4,173,1944,f
LORAINE,4,173,1944,f
LUCILLE,4,173,1944,f
MARALYN,4,173,1944,f
MERLE,4,173,1944,f
MOIRA,4,173,1944,f
OLIVE,4,173,1944,f
PHILIPPA,4,173,1944,f
RAYLEEN,4,173,1944,f
RONA,4,173,1944,f
ROSE,4,173,1944,f
ALTHEA,3,206,1944,f
BERNICE,3,206,1944,f
BETTE,3,206,1944,f
CECILY,3,206,1944,f
CHERIE,3,206,1944,f
COLEEN,3,206,1944,f
DALE,3,206,1944,f
DORIS,3,206,1944,f
FELICITY,3,206,1944,f
GEORGINA,3,206,1944,f
GRETA,3,206,1944,f
HAZEL,3,206,1944,f
HELENA,3,206,1944,f
JAN,3,206,1944,f
JOSEPHENE,3,206,1944,f
JUDY,3,206,1944,f
KAREN,3,206,1944,f
KATHERINE,3,206,1944,f
KERRY,3,206,1944,f
LEONA,3,206,1944,f
LEONE,3,206,1944,f
LORETTA,3,206,1944,f
MARDI,3,206,1944,f
MARGOT,3,206,1944,f
MARGUERITE,3,206,1944,f
MARJORY,3,206,1944,f
MARLEEN,3,206,1944,f
MELVA,3,206,1944,f
MYRA,3,206,1944,f
NEVA,3,206,1944,f
PATRICA,3,206,1944,f
PRISCILLA,3,206,1944,f
RAE,3,206,1944,f
RITA,3,206,1944,f
ROSEMARIE,3,206,1944,f
SHARON,3,206,1944,f
SONIA,3,206,1944,f
SUE,3,206,1944,f
THERESA,3,206,1944,f
TRINA,3,206,1944,f
VICKI,3,206,1944,f
VICTORIA,3,206,1944,f
WINIFRED,3,206,1944,f
ALEXANDRA,2,249,1944,f
ALVIS,2,249,1944,f
ANITA,2,249,1944,f
ANNABEL,2,249,1944,f
ASHLEY,2,249,1944,f
BELINDA,2,249,1944,f
BERNADETTE,2,249,1944,f
BRONTE,2,249,1944,f
CARLINE,2,249,1944,f
CAROLYNE,2,249,1944,f
CECELIA,2,249,1944,f
CHARMAINE,2,249,1944,f
CHRISTIAN,2,249,1944,f
CORALENE,2,249,1944,f
DELRAY,2,249,1944,f
DIANN,2,249,1944,f
EDITH,2,249,1944,f
ENID,2,249,1944,f
ESTHER,2,249,1944,f
ETHEL,2,249,1944,f
FRANCINE,2,249,1944,f
FRANCIS,2,249,1944,f
GAYE,2,249,1944,f
GAYLENE,2,249,1944,f
GLENISE,2,249,1944,f
GLENNIS,2,249,1944,f
GLENNYS,2,249,1944,f
HILARY,2,249,1944,f
IVY,2,249,1944,f
JACQUELYN,2,249,1944,f
JANIECE,2,249,1944,f
JANN,2,249,1944,f
JEANNETTE,2,249,1944,f
JESSIE,2,249,1944,f
JOCELYN,2,249,1944,f
JOYLINE,2,249,1944,f
JOYLYN,2,249,1944,f
KARIN,2,249,1944,f
KAYELENE,2,249,1944,f
LEAH,2,249,1944,f
LENA,2,249,1944,f
LEONORE,2,249,1944,f
LESLIE,2,249,1944,f
LILA,2,249,1944,f
LILIAN,2,249,1944,f
LINDLEY,2,249,1944,f
LOLA,2,249,1944,f
LORIS,2,249,1944,f
LOUISE,2,249,1944,f
LUCY,2,249,1944,f
MADELENE,2,249,1944,f
MARRILYN,2,249,1944,f
MAVIS,2,249,1944,f
MAXENE,2,249,1944,f
MERYLE,2,249,1944,f
MIGNON,2,249,1944,f
MONA,2,249,1944,f
MURIEL,2,249,1944,f
NADINE,2,249,1944,f
NECIA,2,249,1944,f
NERYL,2,249,1944,f
NINA,2,249,1944,f
OLGA,2,249,1944,f
PAM,2,249,1944,f
PAULA,2,249,1944,f
PETREA,2,249,1944,f
PHILLIPA,2,249,1944,f
PHYLIS,2,249,1944,f
RAELEE,2,249,1944,f
RAELEEN,2,249,1944,f
RAELINE,2,249,1944,f
RAYLEE,2,249,1944,f
ROBERTA,2,249,1944,f
ROBINA,2,249,1944,f
ROSALEEN,2,249,1944,f
ROSINA,2,249,1944,f
ROSITA,2,249,1944,f
ROSLYNNE,2,249,1944,f
ROWENA,2,249,1944,f
SHAREE,2,249,1944,f
SHEILA,2,249,1944,f
SONJA,2,249,1944,f
SONYA,2,249,1944,f
SOPHIA,2,249,1944,f
STELLA,2,249,1944,f
SUZZANNE,2,249,1944,f
THELMA,2,249,1944,f
THERESE,2,249,1944,f
TONI,2,249,1944,f
UNA,2,249,1944,f
VERA,2,249,1944,f
VERITY,2,249,1944,f
VIDA,2,249,1944,f
VIOLA,2,249,1944,f
VIVIENE,2,249,1944,f
YVETTE,2,249,1944,f
ADELA,1,345,1944,f
ADELAIDE,1,345,1944,f
ADELINE,1,345,1944,f
AGNES,1,345,1944,f
AILSA,1,345,1944,f
AINA,1,345,1944,f
AIRDRIE,1,345,1944,f
AIYA,1,345,1944,f
ALICIA,1,345,1944,f
ALISIA,1,345,1944,f
ALLISON,1,345,1944,f
ANATOLE,1,345,1944,f
ANDRA,1,345,1944,f
ANDRAE,1,345,1944,f
ANGELINA,1,345,1944,f
ANNA,1,345,1944,f
ANNALYN,1,345,1944,f
ANNE-MARIE,1,345,1944,f
ANNTOINETTE,1,345,1944,f
ANTOINETTE,1,345,1944,f
ANTONIA,1,345,1944,f
ANYA,1,345,1944,f
ARMONIA,1,345,1944,f
ASTEROPE,1,345,1944,f
ASTRID,1,345,1944,f
ATHOLIE,1,345,1944,f
AURIEL,1,345,1944,f
AURIOL,1,345,1944,f
AVERIL,1,345,1944,f
AVERILL,1,345,1944,f
AVRIL,1,345,1944,f
BEATRICE,1,345,1944,f
BEATRIX,1,345,1944,f
BERENICE,1,345,1944,f
BERTILLA,1,345,1944,f
BEY,1,345,1944,f
BILLY,1,345,1944,f
BOBBY,1,345,1944,f
BONNEY,1,345,1944,f
BONNIE,1,345,1944,f
BONNY,1,345,1944,f
BRIAR,1,345,1944,f
CALIOPE,1,345,1944,f
CARLYN,1,345,1944,f
CARLYNE,1,345,1944,f
CARMELINA,1,345,1944,f
CARMEN,1,345,1944,f
CARROL,1,345,1944,f
CARYL,1,345,1944,f
CARYLL,1,345,1944,f
CATERINO,1,345,1944,f
CATHLEEN,1,345,1944,f
CAVELL,1,345,1944,f
CECILIA,1,345,1944,f
CERI,1,345,1944,f
CHLORIS,1,345,1944,f
CHREENA,1,345,1944,f
CHRISSIE,1,345,1944,f
CHRISTOBEL,1,345,1944,f
CLAIR,1,345,1944,f
CLARE,1,345,1944,f
CLARISS,1,345,1944,f
CLAUDENE,1,345,1944,f
CLAUDIA,1,345,1944,f
CLEMENTINA,1,345,1944,f
CLEMENTINE,1,345,1944,f
CLEON,1,345,1944,f
COLLENE,1,345,1944,f
COLYN,1,345,1944,f
CONNIE,1,345,1944,f
CORA,1,345,1944,f
CORALYN,1,345,1944,f
CORINDA,1,345,1944,f
CORINDE,1,345,1944,f
CORRINE,1,345,1944,f
CORYNNE,1,345,1944,f
CRISTINA,1,345,1944,f
CYNTHEA,1,345,1944,f
DALEST,1,345,1944,f
DANYSE,1,345,1944,f
DARIEN,1,345,1944,f
DAVID,1,345,1944,f
DEANNE,1,345,1944,f
DELPHINE,1,345,1944,f
DELYS,1,345,1944,f
DERNICE,1,345,1944,f
DESIREE,1,345,1944,f
DESPINA,1,345,1944,f
DIAN,1,345,1944,f
DOLORES,1,345,1944,f
DORA,1,345,1944,f
DORN,1,345,1944,f
DRUE,1,345,1944,f
DULCIE,1,345,1944,f
EILLEEN,1,345,1944,f
ELA,1,345,1944,f
ELDRENE,1,345,1944,f
ELISABETH-FRANCIS,1,345,1944,f
ELLA,1,345,1944,f
ELLENE,1,345,1944,f
ELLERSLIE,1,345,1944,f
ELOISE,1,345,1944,f
ELSPETH,1,345,1944,f
ELVINA,1,345,1944,f
ELWYN,1,345,1944,f
ELWYNNE,1,345,1944,f
EMILY,1,345,1944,f
ERYL,1,345,1944,f
ESME,1,345,1944,f
EVA,1,345,1944,f
EVANGELENE,1,345,1944,f
EVANGELINA,1,345,1944,f
EVELYNNE,1,345,1944,f
EVON,1,345,1944,f
FENELLA,1,345,1944,f
FLEUR,1,345,1944,f
FLORRIE,1,345,1944,f
FLOY,1,345,1944,f
FRANCE,1,345,1944,f
FRANCESCA,1,345,1944,f
FREADA,1,345,1944,f
GAE,1,345,1944,f
GAEL,1,345,1944,f
GAELENE,1,345,1944,f
GAENOR,1,345,1944,f
GALE,1,345,1944,f
GAYBREIL,1,345,1944,f
GAYLA,1,345,1944,f
GAYLE,1,345,1944,f
GEMMA,1,345,1944,f
GENA,1,345,1944,f
GERALDEANE,1,345,1944,f
GERTRUDE,1,345,1944,f
GILIAN,1,345,1944,f
GLENETH,1,345,1944,f
GLENIS,1,345,1944,f
GLENISS,1,345,1944,f
GLENNE,1,345,1944,f
GREER,1,345,1944,f
GWEN,1,345,1944,f
GWENITH,1,345,1944,f
GWENNETH,1,345,1944,f
GWENYTH,1,345,1944,f
GWLENYS,1,345,1944,f
GWYNETH,1,345,1944,f
GYWENDA,1,345,1944,f
HEATHERBELL,1,345,1944,f
HELEENA,1,345,1944,f
HELLEN,1,345,1944,f
HOPE,1,345,1944,f
HYRELL,1,345,1944,f
INA,1,345,1944,f
ISABEL,1,345,1944,f
ISABELL,1,345,1944,f
ISABELLE,1,345,1944,f
ISMAY,1,345,1944,f
ISOBEL,1,345,1944,f
JACQUALINE,1,345,1944,f
JANENNE,1,345,1944,f
JANETH,1,345,1944,f
JANETT,1,345,1944,f
JANFERIE,1,345,1944,f
JANIENNE,1,345,1944,f
JANISE,1,345,1944,f
JANITHA,1,345,1944,f
JANNE,1,345,1944,f
JANNETTE,1,345,1944,f
JANNINE,1,345,1944,f
JASMINE,1,345,1944,f
JAYNE,1,345,1944,f
JEANENNE,1,345,1944,f
JEANNE,1,345,1944,f
JENEANNE,1,345,1944,f
JENENE,1,345,1944,f
JENICE,1,345,1944,f
JENNIFA,1,345,1944,f
JENNINE,1,345,1944,f
JENNY,1,345,1944,f
JENNY-LEE,1,345,1944,f
JEREDENE,1,345,1944,f
JILLENE,1,345,1944,f
JOANNA,1,345,1944,f
JOANNE,1,345,1944,f
JOHANNE,1,345,1944,f
JUANNE,1,345,1944,f
JUDYTH,1,345,1944,f
JULE,1,345,1944,f
JULENE,1,345,1944,f
JULIANN,1,345,1944,f
JULIANNE,1,345,1944,f
JULIET,1,345,1944,f
JULLENE,1,345,1944,f
JUNESSE,1,345,1944,f
JUNETTE,1,345,1944,f
JUNICE,1,345,1944,f
KAAREN,1,345,1944,f
KAILEEN,1,345,1944,f
KARLENE,1,345,1944,f
KARMA,1,345,1944,f
KARREN,1,345,1944,f
KATHLEAN,1,345,1944,f
KATHLYN,1,345,1944,f
KATHRINE,1,345,1944,f
KATHRYNE,1,345,1944,f
KERIN,1,345,1944,f
KRISTIN,1,345,1944,f
LAMONA,1,345,1944,f
LANA,1,345,1944,f
LANCIA,1,345,1944,f
LAONIE,1,345,1944,f
LAURELIE,1,345,1944,f
LAURENE,1,345,1944,f
LAURICE,1,345,1944,f
LAVERA,1,345,1944,f
LAVINIA,1,345,1944,f
LEANETT,1,345,1944,f
LEDA,1,345,1944,f
LEON,1,345,1944,f
LEONNE,1,345,1944,f
LEVERNE,1,345,1944,f
LILLIAN,1,345,1944,f
LINA,1,345,1944,f
LINLEY,1,345,1944,f
LINNET,1,345,1944,f
LISBETH,1,345,1944,f
LOEEN,1,345,1944,f
LOREEN,1,345,1944,f
LORRETTA,1,345,1944,f
LOUIS,1,345,1944,f
LURLEEN,1,345,1944,f
LYN,1,345,1944,f
LYNDA,1,345,1944,f
LYNDALL,1,345,1944,f
LYNDLEY,1,345,1944,f
LYNN,1,345,1944,f
LYNNETT,1,345,1944,f
MABEL,1,345,1944,f
MADELEINE,1,345,1944,f
MADELINA,1,345,1944,f
MADELINE,1,345,1944,f
MAIDA,1,345,1944,f
MAISIE,1,345,1944,f
MANDE,1,345,1944,f
MANTATJARA,1,345,1944,f
MARAGRET,1,345,1944,f
MARALEEN,1,345,1944,f
MARCENE,1,345,1944,f
MAREA,1,345,1944,f
MAREE,1,345,1944,f
MARGARETTE,1,345,1944,f
MARGGRET,1,345,1944,f
MARGHERITA,1,345,1944,f
MARGO,1,345,1944,f
MARGRETTE,1,345,1944,f
MARGUERITA,1,345,1944,f
MARITA,1,345,1944,f
MARLEY,1,345,1944,f
MARRLYN,1,345,1944,f
MARSHA,1,345,1944,f
MARVAN,1,345,1944,f
MARY-ANN,1,345,1944,f
MARYLYNN,1,345,1944,f
MATILDA,1,345,1944,f
MATILDE,1,345,1944,f
MAY,1,345,1944,f
MAYLENE,1,345,1944,f
MELODIE,1,345,1944,f
MELVIS,1,345,1944,f
MERCY,1,345,1944,f
MERELYN,1,345,1944,f
MERIDEE,1,345,1944,f
MERIDY,1,345,1944,f
MERON,1,345,1944,f
MERRIEN,1,345,1944,f
MERRIWYNE,1,345,1944,f
MERRON,1,345,1944,f
MICHELLE,1,345,1944,f
MINA,1,345,1944,f
MOLLY,1,345,1944,f
MORAG,1,345,1944,f
MOYA,1,345,1944,f
MOYRA,1,345,1944,f
MYRAL,1,345,1944,f
MYRNA,1,345,1944,f
MYRTLE,1,345,1944,f
NADIA,1,345,1944,f
NANETTE,1,345,1944,f
NARDINA,1,345,1944,f
NATALEY,1,345,1944,f
NEADRA,1,345,1944,f
NERINE,1,345,1944,f
NESLA,1,345,1944,f
NETA,1,345,1944,f
NETTA,1,345,1944,f
NGAROMA,1,345,1944,f
NICOLETTE,1,345,1944,f
NITA,1,345,1944,f
NOALINE,1,345,1944,f
NOELEEN,1,345,1944,f
NOELENE,1,345,1944,f
NOELLA,1,345,1944,f
NOLLEEN,1,345,1944,f
NORENE,1,345,1944,f
NORIS,1,345,1944,f
OLIVIA,1,345,1944,f
OLWYN,1,345,1944,f
ORIEL,1,345,1944,f
PAMELIA,1,345,1944,f
PAMELLA,1,345,1944,f
PASQUA,1,345,1944,f
PATREA,1,345,1944,f
PATRISIA,1,345,1944,f
PAULEEN,1,345,1944,f
PETRINA,1,345,1944,f
PHILLIPPA,1,345,1944,f
RAELEN,1,345,1944,f
RAELYN,1,345,1944,f
RAYELENE,1,345,1944,f
RAYMOND,1,345,1944,f
REGINA,1,345,1944,f
RENATA,1,345,1944,f
RENE,1,345,1944,f
RENEE,1,345,1944,f
REYLIENE,1,345,1944,f
RHYL,1,345,1944,f
RILLA,1,345,1944,f
RINA,1,345,1944,f
ROMLA,1,345,1944,f
ROMLEA,1,345,1944,f
ROSA,1,345,1944,f
ROSABELLE,1,345,1944,f
ROSALINE,1,345,1944,f
ROSALYN,1,345,1944,f
ROSE-MARIE,1,345,1944,f
ROSEANNE,1,345,1944,f
ROSELENE,1,345,1944,f
ROSELIE,1,345,1944,f
ROSELYN,1,345,1944,f
ROSILYN,1,345,1944,f
ROSINE,1,345,1944,f
ROSINELLA,1,345,1944,f
ROSSLYNE,1,345,1944,f
ROXANE,1,345,1944,f
ROYCELYN,1,345,1944,f
ROYLINE,1,345,1944,f
ROYSLEA,1,345,1944,f
SANDA,1,345,1944,f
SANTA,1,345,1944,f
SARA,1,345,1944,f
SARAH,1,345,1944,f
SHANNA,1,345,1944,f
SHAREN,1,345,1944,f
SHARRON,1,345,1944,f
SHAUNA,1,345,1944,f
SHEFIA,1,345,1944,f
SHELBY,1,345,1944,f
SHELLEY,1,345,1944,f
SHELLIE,1,345,1944,f
SHIRLEY-ANNE,1,345,1944,f
SINGNE,1,345,1944,f
STEPHNIE,1,345,1944,f
SUELLEN,1,345,1944,f
SUNNY,1,345,1944,f
SUSSAN,1,345,1944,f
TERINA,1,345,1944,f
TERRAL,1,345,1944,f
TERRI,1,345,1944,f
TERRY,1,345,1944,f
THALIA,1,345,1944,f
THEODORA,1,345,1944,f
THERISE,1,345,1944,f
TIRESA,1,345,1944,f
TRENNA,1,345,1944,f
TRESNA,1,345,1944,f
TRUDY,1,345,1944,f
TRYPHENA,1,345,1944,f
VALERI,1,345,1944,f
VALESKA,1,345,1944,f
VASILIA,1,345,1944,f
VERENA,1,345,1944,f
VERNA,1,345,1944,f
VERNICE,1,345,1944,f
VICKY,1,345,1944,f
VILMA,1,345,1944,f
VINA,1,345,1944,f
VINCENZA,1,345,1944,f
VIOLANDA,1,345,1944,f
VIOLET,1,345,1944,f
VIVIEN,1,345,1944,f
VIVONNE,1,345,1944,f
VYRIAN,1,345,1944,f
WILMA,1,345,1944,f
WINSOME,1,345,1944,f
YEVETTE,1,345,1944,f
YNIS,1,345,1944,f
YVONNIE,1,345,1944,f
ZOE,1,345,1944,f
,,,,f
MARGARET,322,1,1945,f
HELEN,252,2,1945,f
JUDITH,184,3,1945,f
CHRISTINE,180,4,1945,f
JENNIFER,172,5,1945,f
PAMELA,171,6,1945,f
PATRICIA,169,7,1945,f
HEATHER,141,8,1945,f
LORRAINE,129,9,1945,f
JANICE,125,10,1945,f
BARBARA,121,11,1945,f
ELIZABETH,121,11,1945,f
SANDRA,117,13,1945,f
BEVERLEY,112,14,1945,f
ROSEMARY,106,15,1945,f
LYNETTE,104,16,1945,f
JANET,100,17,1945,f
SUSAN,100,17,1945,f
DIANNE,96,19,1945,f
JILLIAN,93,20,1945,f
MARY,92,21,1945,f
PAULINE,90,22,1945,f
MARILYN,87,23,1945,f
SHIRLEY,87,23,1945,f
RAELENE,80,25,1945,f
KAY,75,26,1945,f
ANNE,72,27,1945,f
WENDY,72,27,1945,f
MARLENE,71,29,1945,f
KATHLEEN,63,30,1945,f
MAUREEN,60,31,1945,f
JOAN,58,32,1945,f
VALERIE,56,33,1945,f
CAROL,54,34,1945,f
MARIE,54,34,1945,f
ELAINE,51,36,1945,f
KAYE,49,37,1945,f
COLLEEN,48,38,1945,f
ANN,46,39,1945,f
CAROLYN,46,39,1945,f
GLENYS,45,41,1945,f
YVONNE,45,41,1945,f
JOSEPHINE,44,43,1945,f
MAXINE,43,44,1945,f
JUNE,37,45,1945,f
JULIE,36,46,1945,f
DENISE,35,47,1945,f
DIANA,35,47,1945,f
SUZANNE,35,47,1945,f
BETTY,34,50,1945,f
DIANE,33,51,1945,f
DOROTHY,33,51,1945,f
GLORIA,33,51,1945,f
JEANETTE,33,51,1945,f
LEONIE,32,55,1945,f
RHONDA,31,56,1945,f
ANNETTE,30,57,1945,f
LESLEY,30,57,1945,f
RUTH,30,57,1945,f
BEVERLY,29,60,1945,f
GERALDINE,27,61,1945,f
ROBYN,26,62,1945,f
KATHRYN,25,63,1945,f
CATHERINE,24,64,1945,f
IRENE,24,64,1945,f
CYNTHIA,22,66,1945,f
JANETTE,22,66,1945,f
ROSALIE,22,66,1945,f
FRANCES,21,69,1945,f
MEREDITH,21,69,1945,f
CHERYL,20,71,1945,f
FAYE,20,71,1945,f
KAYLENE,20,71,1945,f
NANCY,19,74,1945,f
CAROLE,17,75,1945,f
SUSANNE,17,75,1945,f
ALISON,16,77,1945,f
DAWN,16,77,1945,f
JOY,16,77,1945,f
MARION,16,77,1945,f
MERILYN,16,77,1945,f
ROSALIND,16,77,1945,f
ROSLYN,16,77,1945,f
ROSSLYN,16,77,1945,f
BRONWYN,15,85,1945,f
CARMEL,15,85,1945,f
FAY,15,85,1945,f
JOYLEEN,15,85,1945,f
LOIS,15,85,1945,f
BERYL,14,90,1945,f
CORALIE,14,90,1945,f
DEIDRE,14,90,1945,f
GLENDA,14,90,1945,f
THELMA,14,90,1945,f
AILEEN,13,95,1945,f
BRENDA,13,95,1945,f
CLAIRE,13,95,1945,f
EILEEN,13,95,1945,f
JACQUELINE,13,95,1945,f
JEAN,13,95,1945,f
RAYLENE,13,95,1945,f
VERONICA,13,95,1945,f
ANDREA,12,103,1945,f
GAIL,12,103,1945,f
JOYLENE,12,103,1945,f
MARJORIE,12,103,1945,f
MONICA,12,103,1945,f
ELLEN,11,108,1945,f
KAREN,11,108,1945,f
VALDA,11,108,1945,f
CAROLINE,10,111,1945,f
DEIRDRE,10,111,1945,f
DOREEN,10,111,1945,f
EVELYN,10,111,1945,f
GWENDA,10,111,1945,f
JOYCE,10,111,1945,f
LARAINE,10,111,1945,f
MARIA,10,111,1945,f
PENELOPE,10,111,1945,f
RONDA,10,111,1945,f
UNNAMED,10,111,1945,f
JILL,9,122,1945,f
LORNA,9,122,1945,f
NATALIE,9,122,1945,f
ROMA,9,122,1945,f
VALMA,9,122,1945,f
VIRGINIA,9,122,1945,f
VIVIENNE,9,122,1945,f
CORAL,8,129,1945,f
KAYLEEN,8,129,1945,f
LYNNETTE,8,129,1945,f
MARCIA,8,129,1945,f
MAVIS,8,129,1945,f
MIGNON,8,129,1945,f
PRUDENCE,8,129,1945,f
STEPHANIE,8,129,1945,f
VALMAI,8,129,1945,f
VICKI,8,129,1945,f
ADRIENNE,7,139,1945,f
BRONWEN,7,139,1945,f
DAPHNE,7,139,1945,f
ELEANOR,7,139,1945,f
GILLIAN,7,139,1945,f
JANE,7,139,1945,f
JULIA,7,139,1945,f
KERRY,7,139,1945,f
NORMA,7,139,1945,f
ROBIN,7,139,1945,f
SYLVIA,7,139,1945,f
ANNA,6,150,1945,f
ANTHEA,6,150,1945,f
BERNICE,6,150,1945,f
CARLENE,6,150,1945,f
CLAUDIA,6,150,1945,f
GAYNOR,6,150,1945,f
IRIS,6,150,1945,f
JENIFER,6,150,1945,f
MICHELE,6,150,1945,f
NANETTE,6,150,1945,f
RAELEEN,6,150,1945,f
RAYLEEN,6,150,1945,f
SALLY,6,150,1945,f
ANGELA,5,163,1945,f
AUDREY,5,163,1945,f
BETH,5,163,1945,f
EDITH,5,163,1945,f
EDNA,5,163,1945,f
ERICA,5,163,1945,f
GENEVIEVE,5,163,1945,f
GWENDOLINE,5,163,1945,f
HAZEL,5,163,1945,f
HELENA,5,163,1945,f
JAN,5,163,1945,f
JANINE,5,163,1945,f
JANNETTE,5,163,1945,f
JOCELYN,5,163,1945,f
LEE,5,163,1945,f
LEONE,5,163,1945,f
LESLIE,5,163,1945,f
LYNNE,5,163,1945,f
NOLA,5,163,1945,f
NOREEN,5,163,1945,f
PHYLLIS,5,163,1945,f
